390.43286132813, 407.32693481445, -1.5409915447235
206.65751647949, 324.46594238281, 113.76797485352
573.94915771484, 420.1416015625, 8.8604860305786
670.98675537109, 437.28829956055, -80.961212158203
747.19610595703, 432.77728271484, -229.87054443359
716.74676513672, 426.36807250977, -437.59912109375
536.68188476563, 418.87582397461, -531.04705810547
502.40832519531, 449.87692260742, -821.31732177734
339.92474365234, 421.42916870117, -681.43414306641
198.87063598633, 386.16934204102, -488.18692016602
10.186841964722, 425.58840942383, -618.02423095703
-247.83100891113, 416.28631591797, -566.93579101563
-478.49749755859, 407.81411743164, -774.68054199219
-659.15447998047, 409.24908447266, -664.11138916016
-209.06845092773, 377.5700378418, -397.27035522461
-330.04583740234, 345.33795166016, -212.10429382324
-314.87609863281, 327.63415527344, -111.28134918213
